"event_name","group","date","category"
"Friday Morning Flow-state Writing Practice","by Green Mountain Writers Group on Zoomicon4.8","Every Sat • Dec 6 · 5:30 PM EST","Writing"
"Calling All Readers: Book Club - Week 3/4 - Roadside Picnic by Arkady Strugatsky","by Calling All Writers ® (CAW)icon4.7","Every Fri • Dec 5 · 7:00 PM EST","Writing"
"Virtual SFF Writers Meetup: Readings & Feedback","by Toronto Science Fiction and Fantasy Writersicon4.8","Sun, Dec 21 · 1:30 PM EST","Writing"
"Online Screenwriting and Acting Meetup!","by The Casual Acting and Screenwriting Meetupicon4.8","Every Wed • Dec 10 · 2:00 PM EST","Writing"
"Tuesday writing session","by Writing Togethericon4.8","Sun, Dec 14 · 11:00 AM EST","Writing"
"Online Shut Up and Write with Lisa","by Shut Up & Write!® Clevelandicon4.8","Monthly • Sat, Dec 20 · 7:00 PM EST","Writing"
"Sunday Table Reads: Submit your script or read a part! (Zoom)","by skillca.mp Canadaicon4.4","Every Tue • Dec 9 · 7:30 PM EST","Writing"
"Cyberscribes Sharing Feedback and Networking","by Albuquerque Creativesicon4.8","Monthly • Tue, Dec 9 · 7:00 PM EST","Writing"
"Creative Writing Exercise - Writing with Prompts","by East Coast Creative Writers Guildicon4.8","Every two weeks on Tue • Dec 9 · 7:30 PM EST","Writing"
"Shut Up & Write!™ – ONLINE","by Shut Up & Write!® Milwaukeeicon4.8","Every Sun • Dec 7 · 6:00 PM EST","Writing"
"Sit Down, Shut Up, and Write! *Online* THURSDAY","by Sit Down, Shut Up, and Write!icon4.9","Sat, Dec 13 · 7:00 PM EST","Writing"
"Neurodivergent Cleaning and Organizing Together","by Neurodivergent Writers Weekly Retreat (Virtual)icon4.5","Every Tue • Dec 9 · 7:00 PM EST","Writing"
"Neurodivergent Writers Weekly Retreat","by Neurodivergent Writers Weekly Retreat (Virtual)icon4.5","Monthly • Sat, Dec 13 · 7:00 PM EST","Writing"
"Saturday Morning Virtual Meetup: SFF Readings & Feedback","by Toronto Science Fiction and Fantasy Writersicon4.8","Every Wed • Dec 10 · 8:20 PM EST","Writing"
"(Virtual) 2Hr write and workshop (Wednesday) (Now on Discord)","by DC Creative Writing Read & Critiqueicon4.8","Sun, Dec 21 · 11:00 AM EST","Writing"
"Let's have fun with a creative writing prompt","by Creative Writing Meetup Groupicon4.7","Sun, Dec 28 · 7:00 PM EST","Writing"
"Online Shut Up and Write with Lisa","by Shut Up & Write!® Clevelandicon4.8","Every Sat • Dec 6 · 5:30 PM EST","Writing"
"12.18.25 Writing Hour - Let's Write!","by Fairfax Sci-Fi/Fantasy Writing and Critique Groupicon4.8","Monthly • Fri, Dec 19 · 8:00 PM EST","Writing"
"Poetry Night","by Boston Poetry, Reading & Writing Group Meetupicon4.7","Monthly • Thu, Dec 18 · 6:30 PM EST","Writing"
"Writing Hour (Zoom Link Change)","by Writers of Madisonicon4.9","Every Sun • Dec 7 · 6:00 PM EST","Writing"
