"event_name","group","date","category"
"Anxious Avoidant Dance Workshop 🍒","by Attachment Style Support Groupicon4.8","Fri, Dec 5 · 7:00 PM EST","Support Coaching"
"Orange County Depression and Bi-Polar Support Group","by Orange County Depression and Bipolar Support Groupicon4.7","Every Sun • Dec 7 · 6:00 PM EST","Support Coaching"
"Online Self Discovery","by Come As You Are: A Peer Support & Connection Communityicon4.6","Monthly • Mon, Dec 15 · 6:00 PM EST","Support Coaching"
"Join the Movement: Toronto's Sober Living Network Event | Every Friday Night 7PM","by Toronto Sober Living Networkicon4.8","Every Fri • Dec 5 · 7:00 PM EST","Support Coaching"
"B.R.A.V.E 5 Week Trauma Recovery Series WEEK 2 Regulate Emotions","by Greensboro Leaving Traumaland Meetup Group","Tue, Dec 9 · 7:00 PM EST","Support Coaching"
"Chat and Game Night: .io Games","by Full Spectrum Agency Autistic Adults Meetupicon4.7","Fri, Dec 12 · 7:00 PM EST","Support Coaching"
"Unstuck & Unstoppable Mastermind: The 3P Pathway – Passion, Purpose, Profit","by Unstoppable Women of Charlotte","Monthly • Tue, Dec 9 · 6:30 PM EST","Support Coaching"
"SHARE VIRTUAL.  Woman and epilepsy.  Periods, pregancy, parenthood, partners etc","by Washington DC metro Epilepsy (Seizure Disorder) Meetupicon4.7","Mon, Dec 8 · 7:00 PM EST","Support Coaching"
"Last ZOOM SARC Meeting of 2025","by Social Anxiety Recovery Communityicon4.8","Tue, Dec 16 · 7:00 PM EST","Support Coaching"
"ADHD & AuDHD: Diagnosis, Treatments and Support - Tues Dec 9, 7:00 - 8:30pm","by BuxMont CHADD (Children & Adults with ADHD)icon4.6","Tue, Dec 9 · 7:00 PM EST","Support Coaching"
"Achieving Well-Being","by CFO's Virtual Support Groups-pls. register to get Zoom codesicon4.5","Tue, Dec 9 · 10:30 AM EST","Support Coaching"
"Parent/Caregiver Group discussion","by Autism Society of Baltimore-Chesapeakeicon4.8","Tue, Dec 16 · 7:00 PM EST","Support Coaching"
"Winter Celebration & Gratitude Night NeuroSpicy Society","by The NeuroSpicy Societyicon4.8","Thu, Dec 18 · 7:00 PM EST","Support Coaching"
